Subject-ID,Label,One Hot,Binary Label,One Hot,CH26_A-PEAK,CH26_A-P2P,CH26_A-RMS,CH26_A-MLocMaxV,CH26_A-MINLocMinV,CH26_A-MAV,CH26_A-MAVFD,CH26_A-MAVFDN,CH26_A-MAVSD,CH26_A-MAVSDN,CH26_F-zc,CH26_F-fmode,CH26_F-bw,CH26_F-cf,CH26_F-fmean,CH26_F-fmed,CH26_S-median,CH26_S-freqpond,CH26_S-area,CH26_S-areapond,CH26_S-me,CH26_S-sd,CH26_E-Aprox,CH26_E-Fuzzy,CH26_E-Sample,CH26_E-Shannon,CH26_E-Spectral,CH26_L-pldf,CH26_L-ldf,CH26_V-var,CH26_V-std,CH26_V-range,CH26_V-intrange,CH26_Sim-cohe_F_median,CH26_Sim-cohe_mean,CH26_Sim-cohe_pond_mean,CH26_Sim-cohe_areapond,CH26_Sim-corr,CH26_Sim-MutInfo,CH25_meanRR,CH25_rmssd,CH25_slopeRR
20121002-14_m_50,level_two,2,level_four,1,4.695,0.019,4.685356234,4.686204969,4.685202041,4.685353568,0.000351918,0.070392599,0.00069627,0.139271954,0,0,0,0,0.1,6.85E-13,130,129.4546623,36.86839978,0.013087824,0.004981355,0.001233317,0.064614559,0.082393354,0.06339191,2.881017769,3.25E-12,17771910755,0.992682772,2.50E-05,0.004999355,0.019,0.008,256,0.994574377,128.1752702,254.8106849,0.701493183,4.078840973,0.726731498,0.708198631,0.007882254
20121002-14_m_50,level_one,1,level_four,1,4.671,0.013,4.664318057,4.664925275,4.663926407,4.664316649,0.000330966,0.091301497,0.000654352,0.18051191,0,0,0,0,0.1,5.47E-13,130,129.4677156,36.93094404,0.013110026,0.003779174,4.55E-05,0.119012703,0.112098422,0.115546668,2.54918112,2.45E-12,6550062810,0.985352756,1.31E-05,0.003624978,0.013,0.006,256,0.993151231,128.0323297,254.4447866,0.971255617,3.61111344,0.718420255,0.705133007,-0.000837054
20121002-14_m_50,level_zero,0,level_zero,0,4.655,0.014,4.648378864,4.648934874,4.647894845,4.648377352,0.000348722,0.092990223,0.000689165,0.183773032,0,0,0,0,0.1,5.59E-13,130,129.4774124,37.0842766,0.013164457,0.003909204,7.12E-05,0.125132279,0.111113817,0.119878024,2.545581568,2.34E-12,5076273612,0.985556239,1.41E-05,0.003750089,0.014,0.007,256,0.994648092,128.2755187,254.7181494,0.953257638,3.599053157,0.762640976,0.742749165,-0.014453125
20121002-14_m_50,level_four,4,level_four,1,4.652,0.025,4.631486564,4.632297087,4.630891129,4.631484203,0.000364702,0.077971728,0.000723623,0.154707724,0,0,0,0,0.1,6.35E-13,131,130.1388046,37.03428649,0.013146712,0.004674736,0.00116927,0.055047164,0.081625657,0.051402421,2.468007697,2.70E-12,15765328857,0.988605292,2.19E-05,0.004677358,0.025,0.005,256,0.994128317,128.1275308,254.6486969,0.233206274,3.47971149,0.764553354,0.752084109,0.016127232
20121002-14_m_50,level_three,3,level_four,1,5.473,0.163,5.362605738,5.359148897,5.364155689,5.362345758,0.000471591,0.008929358,0.000901954,0.017078083,0,0,0,0,0.1,9.22E-13,131,130.1915792,37.06045014,0.013155999,0.055322086,0.003158964,0.005664173,0.005598163,0.003845808,4.609321731,4.61E-12,28227203398,0.99839826,0.002789269,0.05281353,0.163,0.091,256,0.992867096,128.1104138,254.3653252,0.983480281,6.534498443,0.669957534,0.649808613,0.003557478
20121002-14_m_50,level_three,3,level_four,1,5.226,0.086,5.163684051,5.165581197,5.161776965,5.163629038,0.000426136,0.01787488,0.00082984,0.034808795,0,0,0,0,0.1,8.14E-13,130,129.7485133,37.05239603,0.01315314,0.024847695,0.002252278,0.013422222,0.015742296,0.012710275,4.001838204,4.04E-12,24281375112,0.998477933,0.000568344,0.023839956,0.086,0.027,256,0.994427902,128.2631861,254.6697464,0.532983958,5.658924348,0.783570059,0.757857777,-0.00234375
20121002-14_m_50,level_three,3,level_four,1,5.172,0.023,5.158233032,5.158816291,5.157802792,5.158229677,0.000433594,0.073688649,0.000840142,0.14278097,0,0,0,0,0.1,7.20E-13,130,129.6286285,37.00168483,0.013135138,0.006066573,0.000272951,0.079677548,0.082652488,0.079060508,3.044915462,3.28E-12,7088436316,0.993271684,3.46E-05,0.005884132,0.023,0.01,256,0.993919905,128.1152833,254.6838976,0.568480906,4.302748334,0.764186925,0.757107137,-0.020507813
20121002-14_m_50,level_three,3,level_four,1,5.327,0.107,5.296736232,5.295795313,5.297703901,5.296664182,0.000466264,0.016874015,0.000900533,0.032590117,0,0,0,0,0.1,8.93E-13,130,129.1788008,36.99759956,0.013133688,0.028722535,0.002960699,0.008498048,0.010737273,0.005139576,3.848526045,4.29E-12,33109606127,0.997101539,0.000763532,0.027632084,0.107,0.028,256,0.991636356,128.0186886,254.0840105,0.900037645,5.439916203,0.695678174,0.673981979,0.000767299
20121002-14_m_50,level_three,3,level_four,1,5.356,0.072,5.305365903,5.307603252,5.304992945,5.305310614,0.000457741,0.018895304,0.000881705,0.036396279,0,0,0,0,0.1,7.59E-13,130,129.4167361,37.00519265,0.013136384,0.025371799,0.00193246,0.010344874,0.009251665,0.006409469,3.331595692,3.46E-12,44808004794,0.99813384,0.000586858,0.024225146,0.072,0.043,256,0.99143855,128.0196119,254.0049604,0.807782362,4.703328402,0.72268466,0.703642249,0.000976563
20121002-14_m_50,level_four,4,level_four,1,5.46,0.189,5.303889253,5.311367692,5.296189394,5.303699326,0.000457031,0.010180448,0.000875311,0.019497696,0,0,0,0,0.1,1.41E-12,130,129.4297276,36.90646944,0.013101338,0.046409716,0.007630708,0.00393122,0.006710957,0.002598225,4.206242124,8.88E-12,1.60E+11,0.997360856,0.002015385,0.04489304,0.189,0.03,256,0.992287728,128.1606765,254.2407384,0.579376001,5.946761739,0.726521978,0.706721044,-0.007603237
20121002-14_m_50,level_three,3,level_four,1,5.503,0.152,5.385302484,5.390189815,5.382440433,5.385136315,0.000466619,0.011027926,0.000893428,0.021114981,0,0,0,0,0.1,1.02E-12,130,129.5180308,37.1783962,0.013197869,0.044140752,0.005214756,0.004651998,0.006052498,0.002832728,3.863021862,5.57E-12,66877293711,0.997627153,0.001790349,0.04231252,0.152,0.036,256,0.992837303,128.0913791,254.3749921,0.719513197,5.459061249,0.743182785,0.72890101,-0.021693638
20121002-14_m_50,level_four,4,level_four,1,5.81,0.304,5.638486897,5.642963612,5.635571949,5.637481363,0.000534801,0.005021576,0.001004263,0.009429639,0,0,0,0,0.1,1.73E-12,131,129.9643963,37.1981554,0.013204883,0.111805913,0.004554451,0.003176306,0.003875025,0.003160397,5.297331177,1.07E-11,3.92E+11,0.998637734,0.011342392,0.106500666,0.304,0.222,256,0.992191164,128.0202959,254.1886943,0.942452244,7.501165225,0.650887574,0.637890313,-0.00125558
20121002-14_m_50,level_three,3,level_four,1,5.502,0.116,5.418537687,5.421472222,5.41616723,5.418445154,0.00048544,0.015327026,0.000934636,0.029509678,0,0,0,0,0.1,9.04E-13,130,129.5102515,37.02556869,0.013143617,0.032993772,0.003155623,0.011638992,0.014224735,0.01164558,4.31074844,4.35E-12,39039122684,0.998570167,0.001003127,0.031672181,0.116,0.033,256,0.991053264,128.0032214,253.9470184,0.513856635,6.093714632,0.744188134,0.727028597,-0.004603795
20121002-14_m_50,level_four,4,level_four,1,5.511,0.152,5.396714084,5.401144158,5.391983696,5.396543486,0.00046733,0.01088886,0.00089698,0.020899801,0,0,0,0,0.1,9.96E-13,130,129.5891459,37.02436464,0.013143189,0.044878694,0.003890973,0.006098004,0.007639206,0.004714475,4.366992798,5.38E-12,41279453482,0.997973386,0.001841966,0.042918134,0.152,0.061,256,0.992335849,128.0509199,254.2795801,0.78106609,6.17681399,0.761206391,0.745304569,0.006696429
20121002-14_m_50,level_four,4,level_four,1,5.543,0.123,5.46283304,5.464545994,5.460282137,5.462633653,0.000495384,0.010611965,0.000951687,0.020386777,0,0,0,0,0.1,9.40E-13,132,131.0912573,37.2091524,0.013208787,0.048916082,0.004080268,0.004543629,0.005224321,0.003241701,3.88902004,4.64E-12,52241268961,0.998759563,0.002179172,0.046681601,0.123,0.088,256,0.994611817,128.2168628,254.7196659,0.824663536,5.500024615,0.751017226,0.738289445,-0.004045759
20121002-14_m_50,level_four,4,level_four,1,5.597,0.127,5.503176411,5.50573997,5.499722504,5.503092652,0.000491122,0.016172469,0.000943162,0.03105796,0,0,0,0,0.1,9.77E-13,130,129.5208889,36.91768559,0.01310532,0.031284673,0.00484151,0.012490997,0.015114954,0.012810414,4.343620651,5.10E-12,51568058537,0.998445853,0.000922203,0.030367791,0.127,0.03,256,0.993168482,128.0790818,254.489053,0.235129767,6.151802714,0.711517529,0.693216354,0.000767299
20121002-14_m_50,level_three,3,level_four,1,5.717,0.033,5.704558416,5.705370258,5.704118012,5.704550586,0.000528409,0.055895061,0.001,0.1057799,0,0,0,0,0.1,7.40E-13,130,129.8698865,37.0034847,0.013135777,0.009561514,0.001578184,0.047093938,0.055940642,0.044633767,3.231467885,3.13E-12,7526250482,0.996622522,8.94E-05,0.009453592,0.033,0.013,256,0.992468016,128.1165446,254.3005256,0.225221388,4.555195233,0.690623451,0.678956887,0.008858817
20121002-14_m_50,level_three,3,level_four,1,5.682,0.141,5.588312177,5.590358974,5.586287854,5.588223997,0.000527344,0.016794924,0.000997869,0.031780271,0,0,0,0,0.1,1.26E-12,130,129.9378952,37.0825834,0.013163856,0.032288217,0.004726717,0.010165838,0.013576046,0.010313394,4.219686238,6.88E-12,75850449842,0.996114953,0.000985897,0.031398995,0.141,0.026,256,0.991521641,128.0455986,254.0112448,0.691829707,5.959325721,0.696347826,0.673305653,-0.00327846
20121002-14_m_50,level_four,4,level_four,1,5.702,0.212,5.554292375,5.560827109,5.54827305,5.553835286,0.000512429,0.007190112,0.00097762,0.013717407,0,0,0,0,0.1,1.22E-12,130,129.1597471,36.90801736,0.013101888,0.0747123,0.005398435,0.003920724,0.003892532,0.003127832,4.426815674,6.72E-12,69238154577,0.998502767,0.005079208,0.071268562,0.212,0.127,256,0.993395373,128.1662,254.4939236,0.828325503,6.243414876,0.712709877,0.692501862,0.002301897
20121002-14_m_50,level_three,3,level_four,1,5.664,0.138,5.551154717,5.55516085,5.547837884,5.551061058,0.000505682,0.015679073,0.000949911,0.029452763,0,0,0,0,0.1,1.18E-12,130,129.8974247,37.14347718,0.013185473,0.033208111,0.00589266,0.01054865,0.012164094,0.009652667,3.997968585,6.46E-12,44449817013,0.99758431,0.001040193,0.032252023,0.138,0.021,256,0.993774501,128.1638089,254.5748693,0.422451751,5.642736661,0.756114853,0.732714641,-0.010212054
20121002-14_m_50,level_four,4,level_four,1,5.661,0.131,5.554442606,5.557718654,5.550260417,5.554354988,0.000480824,0.015409127,0.000918295,0.02942891,0,0,0,0,0.1,1.07E-12,130,129.5859686,37.00584852,0.013136616,0.03224672,0.005168567,0.008741011,0.011596924,0.007229974,3.976118439,6.08E-12,32303064780,0.997523233,0.000973679,0.031203835,0.131,0.016,256,0.993666888,128.1935254,254.5311115,0.516777245,5.614415392,0.70764334,0.698704708,0.001674107
20121002-14_m_50,level_three,3,level_four,1,5.654,0.079,5.608671008,5.611427885,5.610269868,5.608596734,0.00049929,0.017294692,0.00094103,0.032595956,0,0,0,0,0.1,8.10E-13,131,129.9873478,36.97441001,0.013125456,0.030143147,0.00231304,0.01173812,0.013798526,0.010272162,3.997769317,3.72E-12,15907070094,0.999351511,0.00083345,0.028869538,0.079,0.062,256,0.992673342,128.1253363,254.2711634,0.712520197,5.649026859,0.758248751,0.746486283,0.013532366
20121002-14_m_50,level_four,4,level_four,1,5.749,0.077,5.708550334,5.709640533,5.707803835,5.708509052,0.000554332,0.025529241,0.001046536,0.048197221,0,0,0,0,0.1,9.21E-13,130,129.4802463,37.14107533,0.01318462,0.022369418,0.002139743,0.020767014,0.023426683,0.020376983,4.214288058,4.12E-12,15056964701,0.999292004,0.000471482,0.021713626,0.077,0.036,256,0.992475319,128.1327962,254.2429166,0.35240678,5.963875345,0.703868497,0.694482812,-0.011788504
20121002-14_m_50,level_four,4,level_four,1,5.816,0.183,5.690369565,5.696363508,5.688908621,5.690035854,0.000518821,0.00841737,0.000981528,0.015924337,0,0,0,0,0.1,1.12E-12,130,129.5383356,37.07800405,0.013162231,0.064647185,0.004364462,0.004631274,0.005431759,0.003591828,4.540413827,6.11E-12,92316702278,0.998425171,0.003799113,0.061636948,0.183,0.103,256,0.992996067,128.1240186,254.3986398,0.847719654,6.420117372,0.733716121,0.716080002,-0.00516183
20121002-14_m_50,level_four,4,level_four,1,5.756,0.087,5.701842343,5.702454006,5.699984399,5.701767128,0.000535866,0.018293963,0.001011368,0.034527114,0,0,0,0,0.1,8.73E-13,130,129.4837299,36.90172561,0.013099654,0.030632012,0.002315111,0.012388327,0.015676309,0.011818208,4.082254837,3.98E-12,25939731062,0.998872189,0.00085802,0.029291984,0.087,0.05,256,0.993395132,128.106162,254.498207,0.673591692,5.769399798,0.706393207,0.687502676,-0.003766741
20121002-14_m_50,level_four,4,level_four,1,5.768,0.13,5.66546013,5.667092125,5.660940273,5.665344693,0.000511719,0.014146582,0.000968028,0.026761367,0,0,0,0,0.1,1.07E-12,131,130.0244972,37.2084401,0.013208534,0.037739495,0.004278216,0.007491451,0.007440961,0.004958504,3.746473406,5.67E-12,34817373374,0.997722422,0.001308457,0.036172607,0.13,0.037,256,0.991973461,128.0268087,254.1648512,0.699549015,5.286215519,0.742853344,0.727916007,0.009040179
20121002-14_m_50,level_three,3,level_four,1,5.662,0.029,5.64564717,5.64629646,5.645043155,5.645642528,0.000543679,0.075081304,0.001030195,0.142268537,0,0,0,0,0.1,7.22E-13,130,129.8377274,37.14761558,0.013186942,0.007422839,0.000788136,0.061941084,0.077753737,0.061561613,3.252811438,2.86E-12,28901805459,0.993965746,5.24E-05,0.007241203,0.029,0.012,256,0.993046414,128.1910201,254.2848852,0.318267491,4.584299545,0.739481345,0.725498927,-0.004464286
20121002-14_m_50,level_three,3,level_four,1,5.626,0.046,5.592505291,5.593339009,5.591458658,5.592490238,0.000513139,0.039539352,0.000986146,0.07598632,0,0,0,0,0.1,8.21E-13,131,129.9065827,37.08158097,0.013163501,0.013498226,0.00138833,0.030661209,0.034952048,0.027594004,3.362193798,3.65E-12,13539173637,0.997250627,0.000168427,0.012977937,0.046,0.012,256,0.992258122,128.1258839,254.1587146,0.471190792,4.740604912,0.731363348,0.716544733,0.005524554
20121002-14_m_50,level_three,3,level_four,1,5.609,0.074,5.589369382,5.589042232,5.589771005,5.589342208,0.000496449,0.028478883,0.000957371,0.054919781,0,0,0,0,0.1,7.74E-13,131,130.3415685,37.0157775,0.013140141,0.017908217,0.002647688,0.020628441,0.023598198,0.019221237,3.479658132,3.57E-12,1.07E+11,0.995892387,0.000303881,0.017432175,0.075,0.011,256,0.993790187,128.1813951,254.5533654,0.739127685,4.913258072,0.732626027,0.714278431,-0.009974888
20121002-14_m_50,level_three,3,level_four,1,5.578,0.054,5.541036092,5.542795918,5.540831683,5.541017039,0.000488991,0.033646488,0.000949556,0.065336972,0,0,0,0,0.1,6.76E-13,131,130.0509488,37.11404704,0.013175026,0.015137227,0.00133965,0.025340072,0.030544635,0.024795197,3.574561786,2.80E-12,22710531086,0.99765291,0.000211214,0.01453321,0.054,0.015,256,0.993367771,128.1359816,254.4543576,0.479378714,5.053282979,0.723783537,0.703720607,-0.004882812
20121002-14_m_50,level_four,4,level_four,1,5.531,0.058,5.485142191,5.486325653,5.484020767,5.485129925,0.000502131,0.043280761,0.000964476,0.083132256,0,0,0,0,0.1,7.93E-13,131,130.2100491,37.17561137,0.01319688,0.011721301,0.002572429,0.031798709,0.038957912,0.029172605,3.40032759,3.51E-12,7469196717,0.996396087,0.0001346,0.011601706,0.058,0.014,256,0.994519154,128.2123885,254.7203785,0.134775066,4.801206193,0.723773668,0.705657011,0.000558036
20121002-14_m_50,level_four,4,level_four,1,5.808,0.145,5.695394872,5.698252113,5.690334951,5.695238197,0.000535866,0.012682515,0.001010302,0.023911123,0,0,0,0,0.1,1.14E-12,130,129.8009545,36.96881941,0.013123472,0.043970994,0.00584942,0.004105551,0.007713073,0.002191679,3.857929133,6.09E-12,29186157239,0.998175761,0.001785264,0.042252383,0.145,0.0255,256,0.991957903,128.118433,254.1500887,0.57695437,5.437326586,0.672105956,0.656999572,0.010044643
20121002-14_m_50,level_four,4,level_four,1,5.795,0.18,5.657546472,5.662778711,5.653899676,5.657320909,0.000542259,0.010731738,0.001026643,0.020318101,0,0,0,0,0.1,1.28E-12,131,130.1239091,37.17425138,0.013196397,0.052741139,0.005357859,0.00472612,0.007218693,0.003198694,4.476985757,6.93E-12,59240106098,0.998163739,0.002553129,0.050528492,0.18,0.058,256,0.992031628,128.0216611,254.1964715,0.664121072,6.330798436,0.773745988,0.767382297,0.010602679
20121002-14_m_50,level_four,4,level_four,1,5.68,0.046,5.652298039,5.652768274,5.65134953,5.652284345,0.000518111,0.041634301,0.000977975,0.078588039,0,0,0,0,0.1,8.05E-13,131,129.9762646,37.14252968,0.013185137,0.01278852,0.001430794,0.036983262,0.041828521,0.036715343,3.695962669,3.62E-12,17412650661,0.998078375,0.000154861,0.012444325,0.046,0.022,256,0.993871777,128.1331438,254.6118697,0.460071046,5.225051579,0.72650357,0.705766012,-0.009347098
20121002-14_m_50,level_three,3,level_four,1,5.865,0.184,5.733513125,5.738081514,5.728050083,5.733206248,0.000530895,0.008948072,0.001000355,0.016860684,0,0,0,0,0.1,1.41E-12,130,129.6265592,36.98489923,0.01312918,0.061969435,0.006259245,0.006623044,0.006842131,0.006165737,4.499011985,8.31E-12,44369274135,0.998761888,0.003520125,0.059330645,0.184,0.0845,256,0.993661401,128.1925571,254.5306405,0.638780757,6.36132964,0.736181446,0.720909019,0.006208147
20121002-14_m_50,level_three,3,level_four,1,5.748,0.033,5.729117276,5.729407634,5.728365706,5.729109691,0.000535866,0.057471434,0.001016696,0.109040209,0,0,0,0,0.1,8.12E-13,131,130.3028189,37.07913998,0.013162634,0.009612444,0.000849552,0.046622862,0.058520157,0.044546327,3.404322058,3.56E-12,36581623795,0.996389141,8.69E-05,0.009324049,0.033,0.017,256,0.993603502,128.1445415,254.4795413,0.668413252,4.798891291,0.749128881,0.728827316,-0.00234375
20121002-14_m_50,level_three,3,level_four,1,5.672,0.03,5.653365344,5.653794393,5.653027565,5.653357472,0.00051598,0.054683635,0.000977975,0.103645923,0,0,0,0,0.1,6.90E-13,130,129.9759155,37.06116922,0.013156255,0.009861325,0.000354154,0.036068228,0.047235228,0.029034064,3.175303737,2.90E-12,9991938227,0.995716286,8.90E-05,0.009435732,0.03,0.018,256,0.993182673,128.1777668,254.3895047,0.969539766,4.468045695,0.754056547,0.741513999,0.008649554
20121002-14_m_50,level_four,4,level_four,1,5.793,0.073,5.753262777,5.753576619,5.753118297,5.753223642,0.000518466,0.024428083,0.000976199,0.045994671,0,0,0,0,0.1,9.19E-13,130,129.654942,36.91842946,0.013105584,0.021975688,0.001378067,0.019839131,0.023622773,0.019547209,4.203716529,4.57E-12,46707151982,0.999238477,0.000450466,0.021224175,0.073,0.036,256,0.993158773,128.1616707,254.4045272,0.412654764,5.944631979,0.728848469,0.709876272,-0.001325335
20121002-14_m_50,level_three,3,level_four,1,5.8,0.114,5.731652414,5.732608824,5.730483607,5.731581115,0.00053125,0.018579183,0.000995737,0.034823495,0,0,0,0,0.1,9.15E-13,130,129.9749526,36.99665079,0.013133351,0.029865892,0.002157499,0.012855074,0.014012712,0.010670631,4.263037692,4.34E-12,30627498581,0.996803745,0.000817607,0.028593831,0.114,0.032,257,0.994102961,128.2401298,254.5552778,0.905705125,6.033054226,0.715383659,0.702853818,0.000558036
20121002-14_m_50,level_four,4,level_four,1,5.777,0.125,5.680660597,5.684650675,5.678494881,5.680543131,0.000508523,0.013917593,0.000967318,0.02647421,0,0,0,0,0.1,1.07E-12,130,129.4758337,37.01593928,0.013140199,0.038088853,0.004566556,0.005153452,0.008560217,0.002785548,3.887403563,5.71E-12,44453765936,0.998285923,0.001335034,0.036538123,0.125,0.03,256,0.99272426,128.0699293,254.3615659,0.605377162,5.484645003,0.747316758,0.732437194,-0.004394531
20121002-14_m_50,level_four,4,level_four,1,6.031,0.279,5.810461544,5.819026243,5.793258123,5.809984736,0.000541193,0.007269285,0.000998934,0.013417644,0,0,0,0,0.1,2.44E-12,130,129.8542575,37.19874197,0.013205091,0.077476149,0.009623764,0.003949196,0.005472661,0.003631322,4.732290144,1.85E-11,92869835449,0.998035653,0.005542699,0.074449305,0.28,0.0645,256,0.992911928,128.2034342,254.3667072,0.593244201,6.741588435,0.728350402,0.710722013,0.002399554
20121002-14_m_50,level_four,4,level_four,1,5.948,0.106,5.870196122,5.871313146,5.867676145,5.87013809,0.000543324,0.020811735,0.001020604,0.039093696,0,0,0,0,0.1,9.62E-13,130,129.4652671,37.04187761,0.013149406,0.027072289,0.003104173,0.015666336,0.018462525,0.015360782,4.180426719,4.80E-12,31837869990,0.998031011,0.000681555,0.026106611,0.106,0.029,256,0.993305932,128.1123487,254.5024298,0.426391996,5.913871786,0.754711795,0.734143778,-0.023604911
20121002-14_m_50,level_three,3,level_four,1,6.075,0.088,6.012619371,6.012071953,6.012340366,6.012575435,0.000599432,0.026073823,0.001123268,0.048859429,0,0,0,0,0.1,9.45E-13,130,129.459746,37.01040577,0.013138234,0.023915037,0.001919264,0.020421642,0.022206672,0.018100269,4.041266934,4.10E-12,32222452775,0.997749174,0.000528531,0.022989794,0.088,0.028,256,0.992535442,128.0616855,254.3092011,0.883317929,5.703515049,0.682688088,0.664614006,0.009207589
20121004-17_m_44,level_one,1,level_four,1,3.014,0.151,2.948589034,2.946609231,2.951527919,2.947941072,0.000185724,0.003004132,0.000371226,0.006004653,0,0,0,0,0.1,4.72E-12,131,130.3385483,37.24206746,0.013220471,0.064617458,0.005912234,0.001861317,0.002139879,0.000942886,4.218316168,4.10E-11,25344450795,0.999202637,0.003822082,0.061822987,0.151,0.132,257,0.992358361,128.23277,254.156903,0.396748804,4.536134866,0.799595181,0.768788656,0.004575893
20121004-17_m_44,level_zero,0,level_zero,0,3.01,0.07,2.976362975,2.978666667,2.974942731,2.976277955,0.000148793,0.006612877,0.000297691,0.013230452,0,0,0,0,0.1,1.34E-12,131,129.6824287,36.99858106,0.013134037,0.023428303,0.001718108,0.00662769,0.007922125,0.006539278,4.043129158,8.68E-12,38974613948,0.999423423,0.00050627,0.022500437,0.07,0.04,256,0.993452079,128.1199688,254.5212806,0.660458704,4.261599016,0.811638309,0.79196375,-0.004799107
20121004-17_m_44,level_two,2,level_four,1,2.961,0.043,2.937954413,2.939489362,2.938849246,2.937924388,0.000154119,0.011601147,0.000308348,0.023210537,0,0,0,0,0.1,1.35E-12,131,129.7736166,37.05678864,0.0131547,0.013880683,0.000626269,0.01041593,0.013031378,0.009503121,3.515349404,8.21E-12,18880896121,0.998259511,0.000176487,0.013284834,0.043,0.024,256,0.993640505,128.1743165,254.5060872,0.808257942,3.764328006,0.826539982,0.806187073,-0.002008929
20121004-17_m_44,level_one,1,level_four,1,2.852,0.034,2.833810409,2.833506977,2.831652632,2.833791977,0.000143821,0.014068839,0.000287744,0.028147673,0,0,0,0,0.1,1.32E-12,131,130.303158,37.17639793,0.013197159,0.01066608,0.000583095,0.012935636,0.014252645,0.011190834,3.275755894,7.95E-12,32713105639,0.998249967,0.000104503,0.010222665,0.034,0.018,256,0.993698931,128.2291139,254.4959076,0.520311047,3.61528297,0.826888106,0.806964713,-0.008035714
20121004-17_m_44,level_zero,0,level_zero,0,2.836,0.027,2.823950054,2.824894444,2.823331658,2.823937522,0.000134588,0.01599488,0.000268917,0.031958907,0,0,0,0,0.1,1.16E-12,130,129.8138935,37.14209261,0.013184981,0.008788973,0.000423155,0.018692343,0.020439415,0.018375687,3.204327818,6.86E-12,12296621600,0.998144257,7.08E-05,0.008414447,0.027,0.016,256,0.993567519,128.1531947,254.519298,0.665396648,3.500452298,0.860667352,0.831764887,-0.01015625
20121004-17_m_44,level_two,2,level_four,1,2.83,0.033,2.807454513,2.808327869,2.80579375,2.807442315,0.000121804,0.014715183,0.000243694,0.029440821,0,0,0,0,0.1,9.70E-13,131,130.4674704,37.25691973,0.013225744,0.008581089,0.000854173,0.014915649,0.015252147,0.01292971,3.091125171,5.84E-12,37084482283,0.99774024,6.85E-05,0.008277435,0.033,0.012,256,0.993588885,128.2037199,254.5112711,0.823231201,3.441740495,0.825818897,0.809336143,-0.003125
20121004-17_m_44,level_one,1,level_four,1,2.783,0.032,2.764822915,2.765057143,2.764434783,2.764806532,0.000135653,0.014249856,0.000271403,0.028509837,0,0,0,0,0.1,1.19E-12,131,130.4287592,37.05370181,0.013153604,0.009979718,0.000245649,0.015089359,0.018654306,0.01483822,3.447608307,6.80E-12,19723383100,0.99724525,9.06E-05,0.009519634,0.032,0.017,256,0.993681034,128.1503633,254.536951,0.669262851,3.907151651,0.82626098,0.799196526,-0.001004464
20121004-17_m_44,level_zero,0,level_zero,0,2.805,0.03,2.792225885,2.793453552,2.791837321,2.792210508,0.000139205,0.01501912,0.000278508,0.03004891,0,0,0,0,0.1,1.25E-12,130,129.8005619,36.91531975,0.01310448,0.009710032,0.000343585,0.011668739,0.017160891,0.010662622,3.254101584,7.37E-12,9169739017,0.997792551,8.59E-05,0.009268489,0.03,0.017,256,0.992500445,128.1031384,254.2633661,0.634719727,3.695418819,0.836393704,0.81136956,-0.001953125
20121004-17_m_44,level_two,2,level_four,1,2.784,0.044,2.749559531,2.751693548,2.747157895,2.749538516,0.000120028,0.011163511,0.000240142,0.022334954,0,0,0,0,0.1,1.34E-12,130,129.8565693,37.07979975,0.013162868,0.011128322,0.001508092,0.012621964,0.013282564,0.011336324,3.194422486,8.98E-12,12486093052,0.997705323,0.000115602,0.010751851,0.044,0.008,256,0.992010452,128.0879466,254.1286589,0.749083953,3.495685393,0.823746054,0.808023559,-0.0015625
20121004-17_m_44,level_two,2,level_four,1,2.945,0.049,2.915080965,2.914482759,2.915,2.915059283,0.00014098,0.012536824,0.000281705,0.025050965,0,0,0,0,0.1,1.25E-12,129,129.18153,36.95483908,0.013118509,0.011525224,0.000940648,0.011346227,0.01493549,0.011208049,3.572421092,7.88E-12,1.30E+11,0.99607134,0.000126456,0.011245282,0.049,0.013,256,0.992934762,128.1544282,254.417923,0.359035642,3.812800483,0.749520467,0.726666502,5.58E-05
20121004-17_m_44,level_one,1,level_four,1,3.045,0.057,3.009657438,3.010440171,3.010126016,3.009596024,0.000170455,0.008863942,0.00034103,0.017734182,0,0,0,0,0.1,1.83E-12,130,129.4991638,37.03558567,0.013147173,0.019864505,0.002107768,0.008314269,0.008939174,0.007625411,3.670918606,1.22E-11,17562206008,0.999700388,0.000369797,0.019230106,0.057,0.035,256,0.993824629,128.2095556,254.5457281,0.142692761,3.893277173,0.685385723,0.674647623,-0.007672991
20121004-17_m_44,level_zero,0,level_zero,0,2.954,0.067,2.921921668,2.923204545,2.921596708,2.921854455,0.000148793,0.007506373,0.000297691,0.01501808,0,0,0,0,0.1,1.17E-12,130,129.7543201,37.06768353,0.013158567,0.02080308,0.000219164,0.007927066,0.009348367,0.008274347,4.204547334,6.79E-12,23498496747,0.997782113,0.000392918,0.01982217,0.067,0.035,256,0.993440496,128.1285184,254.524811,0.704256085,4.728766609,0.694194663,0.689825112,0.015415737
